"","gnd_id","author","title","date","link"
"25478","http://d-nb.info/gnd/11889028X","Ernst von Wolzogen","Das dritte Geschlec…",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb16937"
"25491","http://d-nb.info/gnd/118531603","Max Eyth","Hinter Pflug und Sc…",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb17003"
"26634","http://d-nb.info/gnd/118534262","Fontane Theodor","Der Stechlin",1899,"https://kolimo.uni-goettingen.de/text.html?id=dta48718"
"28180","http://d-nb.info/gnd/117007617","Franz Josef Zlatnik","Grenzenlos!",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb9052"
"28540","http://d-nb.info/gnd/118579304","Fritz Mauthner","Aus dem Märchenbuch…",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb5663"
"28566","http://d-nb.info/gnd/118534262","Theodor Fontane","Der Stechlin",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb2063"
"28717","http://d-nb.info/gnd/118600044","Franziska Gräfin zu…","Viragines oder Hetä…",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb16750"
"29104","http://d-nb.info/gnd/118685929","Gustav Falke","Der Mann im Nebel",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb11744"
"29314","http://d-nb.info/gnd/118616196","Friedrich Spielhagen","Opfer",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15376"
"37299","http://d-nb.info/gnd/118537490","Ludwig Ganghofer","Das Schweigen im Wa…",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb11655"
"41396","http://d-nb.info/gnd/11638669X","Johann Hahn","Wie der Steffelbaue…",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb8038"
"41424","http://d-nb.info/gnd/118552759","Hugo von Hofmannsth…","Reitergeschichte",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb5461"
"41427","http://d-nb.info/gnd/118552759","Hugo von Hofmannsth…","Der Abenteurer und …",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb5488"
"41463","http://d-nb.info/gnd/118796089","Heinrich Seidel","Das alte Haus",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15972"
"41469","http://d-nb.info/gnd/118796089","Heinrich Seidel","Penelope",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15809"
"41472","http://d-nb.info/gnd/118796089","Heinrich Seidel","Der Rosenkönig",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15810"
"41473","http://d-nb.info/gnd/118796089","Heinrich Seidel","Der Lindenbaum",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15681"
"41476","http://d-nb.info/gnd/118796089","Heinrich Seidel","Rotkehlchen",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15807"
"41477","http://d-nb.info/gnd/118796089","Heinrich Seidel","Die Schleppe",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15975"
"41479","http://d-nb.info/gnd/118796089","Heinrich Seidel","Hedwig",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15967"
"41480","http://d-nb.info/gnd/118796089","Heinrich Seidel","Das Atelier",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb15969"
"48971","http://d-nb.info/gnd/118791508","Josef Ruederer","Wallfahrer-, Maler-…",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb6333"
"64961","http://d-nb.info/gnd/118586548","Natorp Paul","Sozialpädagogik",1899,"https://kolimo.uni-goettingen.de/text.html?id=dta48898"
"65304","http://d-nb.info/gnd/117116955","Schubin Ossip","Vollmondzauber",1899,"https://kolimo.uni-goettingen.de/text.html?id=dta48388"
"65327","http://d-nb.info/gnd/117116955","Schubin Ossip","Vollmondzauber",1899,"https://kolimo.uni-goettingen.de/text.html?id=dta47990"
"69234","http://d-nb.info/gnd/117360740","Richard Siegemund","Die Zigeunerin von …",1899,"https://kolimo.uni-goettingen.de/text.html?id=gb8048"
"1723","http://d-nb.info/gnd/118553216","Holz Arno","Phantasus",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48500"
"1786","http://d-nb.info/gnd/116385812","Hahn Alban von","Der Verkehr in der …",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48894"
"1925","http://d-nb.info/gnd/118502921","Andreas-Salomé Lou","Fenitschka. Eine Au…",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48513"
"8346","http://d-nb.info/gnd/118502921","Lou Andreas-Salomé","Fenitschka / Eine A…",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb16064"
"8576","http://d-nb.info/gnd/118502255","Peter Altenberg","Herbstabend",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb6822"
"9288","http://d-nb.info/gnd/118553216","Arno Holz","Phantasus",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb10604"
"9421","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Die Frau des Weisen",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb8535"
"9482","http://d-nb.info/gnd/118619314","August Strindberg<","Inferno",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb10704"
"12218","http://d-nb.info/gnd/118512706","Bölsche Wilhelm","Das Liebesleben in …",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta47952"
"12236","http://d-nb.info/gnd/118513109","Boltzmann Ludwig","Vorlesungen über Ga…",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48024"
"12378","http://d-nb.info/gnd/11851136X","Bismarck Otto von","Gedanken und Erinne…",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta47832"
"12386","http://d-nb.info/gnd/11851136X","Bismarck Otto von","Gedanken und Erinne…",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48374"
"20326","http://d-nb.info/gnd/122752473","Wrangel Carl Gustav","Das Luxus-Fuhrwerk",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta47997"
"22025","http://d-nb.info/gnd/118669915","Michael Georg Conrad","Das Beispiel",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb20296"
"22087","http://d-nb.info/gnd/118616277","Carl Spitteler","Conrad der Leutnant",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb2977"
"22089","http://d-nb.info/gnd/118616277","Carl Spitteler","Lachende Wahrheiten",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb2976"
"23365","http://d-nb.info/gnd/119018934","Holger Drachmann","Er starb und wurde …",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb10861"
"26624","http://d-nb.info/gnd/118573519","Liszt Franz von","Das Völkerrecht",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48760"
"28454","http://d-nb.info/gnd/118535315","Sigmund Freud","Die Sexualität in d…",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb12316"
"28523","http://d-nb.info/gnd/118840452","Ludwig Fulda","Jugendfreunde",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb8487"
"28552","http://d-nb.info/gnd/118534262","Theodor Fontane","Von Zwanzig bis Dre…",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb2053"
"28713","http://d-nb.info/gnd/118600044","Franziska Gräfin zu…","Das Männerphantom d…",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb16764"
"28923","http://d-nb.info/gnd/118683713","Wilhelm Fischer","Das Licht im Elendh…",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb1730"
"28924","http://d-nb.info/gnd/118683713","Wilhelm Fischer","Wastel",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb1731"
"28925","http://d-nb.info/gnd/118683713","Wilhelm Fischer","Frühlingsleid",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb1728"
"28926","http://d-nb.info/gnd/118683713","Wilhelm Fischer","Frauendienst",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb1729"
"30411","http://d-nb.info/gnd/102264333","Gercke Hermann","Die Torpedowaffe",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48296"
"40348","http://d-nb.info/gnd/116483350","Otto Harnack","Schiller",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb5158"
"41711","http://d-nb.info/gnd/118617133","Hermann Stehr","Auf Leben und Tod",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb18027"
"51299","http://d-nb.info/gnd/102629269","Munzinger Karl","Die Japaner",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48355"
"56324","http://d-nb.info/gnd/117254975","Konrad Telmann","Unter den Dolomiten",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb5509"
"62632","http://d-nb.info/gnd/118601024","Rilke Rainer Maria","Advent",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48470"
"65336","http://d-nb.info/gnd/118795457","Schreiner Olive","Peter Halket im Mas…",1898,"https://kolimo.uni-goettingen.de/text.html?id=dta48063"
"65463","http://d-nb.info/gnd/118739131","Oskar Panizza","Psichopatia Crimina…",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb11601"
"67434","http://d-nb.info/gnd/118606816","Paul Scheerbart","Na prost!",1898,"https://kolimo.uni-goettingen.de/text.html?id=gb16075"
"6233","http://d-nb.info/gnd/117001783","August Niemann","Frauenliebe",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb18170"
"8435","http://d-nb.info/gnd/118502255","Peter Altenberg","Ein Brief aus Akkra…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb6919"
"8445","http://d-nb.info/gnd/118502255","Peter Altenberg","Der Abend",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb6752"
"8465","http://d-nb.info/gnd/118502255","Peter Altenberg","Spätherbst-Abend",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb6751"
"8524","http://d-nb.info/gnd/118502255","Peter Altenberg","Die Hütten (abends)",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb6764"
"8529","http://d-nb.info/gnd/118502255","Peter Altenberg","Akolés Gesang, Akol…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb6918"
"8530","http://d-nb.info/gnd/118502255","Peter Altenberg","Paradies",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb6854"
"12212","http://d-nb.info/gnd/118510762","Bierbaum Otto Julius","Stilpe",1897,"https://kolimo.uni-goettingen.de/text.html?id=dta48403"
"12272","http://d-nb.info/gnd/177015993","Poersch Bruno","Woran krankt die de…",1897,"https://kolimo.uni-goettingen.de/text.html?id=dta48667"
"12384","http://d-nb.info/gnd/117579599","Beck Ludwig","Die Geschichte des …",1897,"https://kolimo.uni-goettingen.de/text.html?id=dta48751"
"17933","http://d-nb.info/gnd/118505955","Hermann Bahr","Theater",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16011"
"19575","http://d-nb.info/gnd/118510762","Otto Julius Bierbaum","Stilpe",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb15628"
"19639","http://d-nb.info/gnd/118878484","Helene Böhlau","Altweimarische Lieb…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb10566"
"23231","http://d-nb.info/gnd/118678973","Max Dauthendey","Reliquien",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2599"
"25476","http://d-nb.info/gnd/11889028X","Ernst von Wolzogen","'s Meikatel und der…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16942"
"25480","http://d-nb.info/gnd/11889028X","Ernst v. Wolzogen","Der Kraft-Mayr",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16932"
"25483","http://d-nb.info/gnd/11889028X","Ernst von Wolzogen","Die Gloria-Hose",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16938"
"25508","http://d-nb.info/gnd/118791281","Edmond Rostand","Cyrano von Bergerac",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2875"
"25683","http://d-nb.info/gnd/118580043","Emerenz Meier","Die Madlhüttler",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2169"
"25684","http://d-nb.info/gnd/118580043","Emerenz Meier","Aus dem Elend",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2168"
"25685","http://d-nb.info/gnd/118580043","Emerenz Meier","Der Juhschroa",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2171"
"25686","http://d-nb.info/gnd/118580043","Emerenz Meier","Der Brechelbrei",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2170"
"28519","http://d-nb.info/gnd/118840452","Ludwig Fulda","Der Sohn des Kalifen",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb8484"
"28588","http://d-nb.info/gnd/118604449","Ferdinand von Saar","Tambi",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2893"
"28598","http://d-nb.info/gnd/118604449","Ferdinand von Saar","Herr Fridolin und s…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb2890"
"28714","http://d-nb.info/gnd/118600044","Franziska Gräfin zu…","Das allerjüngste Ge…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16757"
"28716","http://d-nb.info/gnd/118600044","Franziska Gräfin zu…","Das gräfliche Milch…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16755"
"28722","http://d-nb.info/gnd/118600044","Franziska Gräfin zu…","Ultimo",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16745"
"31219","http://d-nb.info/gnd/11853856X","George Stefan","Das Jahr der Seele",1897,"https://kolimo.uni-goettingen.de/text.html?id=dta48311"
"36492","http://d-nb.info/gnd/118672673","George du Maurier","Trilby",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb8064"
"40043","http://d-nb.info/gnd/118600850","Wilhelm Heinrich Ri…","Ein ganzer Mann",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb7998"
"48580","http://d-nb.info/gnd/118629387","Jakob Wassermann","Die Juden von Zirnd…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb10805"
"56053","http://d-nb.info/gnd/118569961","Kurd Laßwitz","Auf zwei Planeten",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb8107"
"65479","http://d-nb.info/gnd/118739131","Oskar Panizza","Abschied von München",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb11615"
"67422","http://d-nb.info/gnd/118606816","Paul Scheerbart","Der Tod der Barmeki…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb16071"
"67433","http://d-nb.info/gnd/118606816","Paul Scheerbart","Tarub Bagdads berüh…",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb20419"
"68049","http://d-nb.info/gnd/118795112","Paul Schlenther","Gerhart Hauptmann",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb9745"
"68404","http://d-nb.info/gnd/118742108","Stanislaw Przybysze…","Satans Kinder",1897,"https://kolimo.uni-goettingen.de/text.html?id=gb9234"
"1881","http://d-nb.info/gnd/118609807","Schnitzler Arthur","Liebelei",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48673"
"8393","http://d-nb.info/gnd/118638289","Anton Tschechow","Die Möwe",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb7648"
"8436","http://d-nb.info/gnd/118502255","Peter Altenberg","Beja Flor",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6749"
"8469","http://d-nb.info/gnd/118502255","Peter Altenberg","Reporter und Dichter",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6912"
"8478","http://d-nb.info/gnd/118502255","Peter Altenberg","Zwölf",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6823"
"8480","http://d-nb.info/gnd/118502255","Peter Altenberg","Quartett-Soireé",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6917"
"8485","http://d-nb.info/gnd/118502255","Peter Altenberg","Die Natur",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6741"
"8486","http://d-nb.info/gnd/118502255","Peter Altenberg","Nächtliche Szene",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6926"
"8493","http://d-nb.info/gnd/118502255","Peter Altenberg","Fünfundzwanzig",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6834"
"8504","http://d-nb.info/gnd/118502255","Peter Altenberg","Blumen-Korso",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6763"
"8532","http://d-nb.info/gnd/118502255","Peter Altenberg","An Lande",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6894"
"8540","http://d-nb.info/gnd/118502255","Peter Altenberg","Siebzehn bis dreißig",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6847"
"8543","http://d-nb.info/gnd/118502255","Peter Altenberg","See-Ufer 1903",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6816"
"8549","http://d-nb.info/gnd/118502255","Peter Altenberg","Spätsommer-Nachmitt…",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6928"
"8557","http://d-nb.info/gnd/118502255","Peter Altenberg","Fleiß",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6884"
"8594","http://d-nb.info/gnd/118502255","Peter Altenberg","Es geht zu Ende",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6855"
"8599","http://d-nb.info/gnd/118502255","Peter Altenberg","At Home",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6747"
"8610","http://d-nb.info/gnd/118502255","Peter Altenberg","Musik",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6908"
"8614","http://d-nb.info/gnd/118502255","Peter Altenberg","Der Besuch",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6897"
"8618","http://d-nb.info/gnd/118502255","Peter Altenberg","Der Trommler Belín",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6845"
"8623","http://d-nb.info/gnd/118502255","Peter Altenberg","Landpartie",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6862"
"9238","http://d-nb.info/gnd/11681019X","Adolf Schmitthenner","Kopf und Herz",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb8697"
"9244","http://d-nb.info/gnd/11681019X","Adolf Schmitthenner","Ein Michel Angelo",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb8699"
"9290","http://d-nb.info/gnd/118553216","Arno Holz","Sozialaristokraten",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb10608"
"12237","http://d-nb.info/gnd/118513109","Boltzmann Ludwig","Vorlesungen über Ga…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48630"
"19573","http://d-nb.info/gnd/118510762","Otto Julius Bierbaum","Pankrazius Graunzer",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb15626"
"19601","http://d-nb.info/gnd/118510762","Otto Julius Bierbaum","Die Schlangendame",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb15594"
"20287","http://d-nb.info/gnd/118745743","Röntgen Wilhelm Con…","Eine neue Art von S…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta49127"
"20315","http://d-nb.info/gnd/118745743","Röntgen Wilhelm Con…","Ueber eine neue Art…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48690"
"22091","http://d-nb.info/gnd/118616277","Carl Spitteler","Balladen",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb2974"
"22587","http://d-nb.info/gnd/116081392","Déry Juliane","Selige Liebe",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48028"
"23201","http://d-nb.info/gnd/133985113","Johannes Dose","Die erschreckliche …",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb6372"
"23260","http://d-nb.info/gnd/118572954","Detlev von Liliencr…","Poggfred",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb16846"
"25821","http://d-nb.info/gnd/118702599","Karl Emil Franzos","Leib Weihnachtskuch…",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb16320"
"26560","http://d-nb.info/gnd/118534262","Fontane Theodor","Effi Briest",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48590"
"26702","http://d-nb.info/gnd/118579975","Mehring Franz","Kunst und Proletari…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta47989"
"28449","http://d-nb.info/gnd/118535315","Sigmund Freud","Zur Ätiologie der H…",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb12324"
"28555","http://d-nb.info/gnd/118534262","Theodor Fontane","Die Poggenpuhls",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb2076"
"28719","http://d-nb.info/gnd/118600044","Franziska Gräfin zu…","Das Jüngste Gericht",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb16762"
"31160","http://d-nb.info/gnd/179215671","Hug Gallus Joseph","Die christliche Fam…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48289"
"38005","http://d-nb.info/gnd/11856935X","Lange Helene","Frauenwahlrecht",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48769"
"38116","http://d-nb.info/gnd/1050554507","Samter Heinrich","Das Reich der Erfin…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48073"
"38117","http://d-nb.info/gnd/118550241","Herzl Theodor","Der Judenstaat",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48416"
"41684","http://d-nb.info/gnd/118700154","Sophie Haemmerli-Ma…","Mis Chindli",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb10072"
"41728","http://d-nb.info/gnd/104352787","Wilhelmine Heimburg","Trudchens Heirat",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb20113"
"48316","http://d-nb.info/gnd/101222548","Julius Stettenheim","Heitere Erinnerungen",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb8029"
"48574","http://d-nb.info/gnd/118629387","Jakob Wassermann","Melusine",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb10824"
"51279","http://d-nb.info/gnd/118565990","Kraft Robert","Der Medizinmann",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta47949"
"56266","http://d-nb.info/gnd/118818651","Karl May","Freuden und Leiden …",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb18111"
"62647","http://d-nb.info/gnd/118579606","Mayer Otto","Deutsches Verwaltun…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta48095"
"65471","http://d-nb.info/gnd/118739131","Oskar Panizza","Der Stationsberg",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb11609"
"65481","http://d-nb.info/gnd/118739131","Oskar Panizza","Die gelbe Kröte",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb11606"
"65524","http://d-nb.info/gnd/117116955","Ossip Schubin","Maximum",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb8645"
"68409","http://d-nb.info/gnd/118742108","Stanislaw Przybysze…","Homo Sapiens",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb9233"
"68565","http://d-nb.info/gnd/118597442","Raabe Wilhelm","Die Akten des Vogel…",1896,"https://kolimo.uni-goettingen.de/text.html?id=dta47940"
"68874","http://d-nb.info/gnd/118597442","Wilhelm Raabe","Die Akten des Vogel…",1896,"https://kolimo.uni-goettingen.de/text.html?id=gb15471"
"1732","http://d-nb.info/gnd/159081734","Egger Augustinus","Der christliche Vat…",1895,"https://kolimo.uni-goettingen.de/text.html?id=dta49021"
"1809","http://d-nb.info/gnd/11600987X","Akunian Ilse","Flügel auf!",1895,"https://kolimo.uni-goettingen.de/text.html?id=dta48666"
"9418","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Er wartet auf den v…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8537"
"9425","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Der Fürst ist im Ha…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8520"
"9428","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Welch eine Melodie",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8564"
"9429","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Erbschaft",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8562"
"9432","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Liebelei",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8539"
"9436","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Gespräch in der Kaf…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8522"
"9438","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Albine",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8538"
"9439","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Reichtum",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8524"
"9441","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Frühlingsnacht im S…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8546"
"9443","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Amerika",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8523"
"9447","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Mein Freund Ypsilon",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8530"
"9451","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Die Braut",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8547"
"9452","http://d-nb.info/gnd/118609807","Arthur Schnitzler","Der Andere",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8525"
"12254","http://d-nb.info/gnd/118515225","Breuer Josef","Studien über Hyster…",1895,"https://kolimo.uni-goettingen.de/text.html?id=dta48151"
"12398","http://d-nb.info/gnd/117579599","Beck Ludwig","Die Geschichte des …",1895,"https://kolimo.uni-goettingen.de/text.html?id=dta48688"
"22021","http://d-nb.info/gnd/118669915","Michael Georg Conrad","Münchner Frühlingsw…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb20295"
"22296","http://d-nb.info/gnd/118636618","Clara Zetkin","Friedrich Engels - …",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb20372"
"23136","http://d-nb.info/gnd/116138645","Jenny Dirnböck-Schu…","Aus Mizi's Memoiren",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb14681"
"23865","http://d-nb.info/gnd/118761846","Schröder Ernst","Vorlesungen über di…",1895,"https://kolimo.uni-goettingen.de/text.html?id=dta48681"
"25096","http://d-nb.info/gnd/118637223","Emile Zola","Germinal",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb10066"
"25624","http://d-nb.info/gnd/107695774","Elisabeth Werner","Fata Morgana",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb20044"
"26476","http://d-nb.info/gnd/118629867","Wedekind Frank","Der Erdgeist",1895,"https://kolimo.uni-goettingen.de/text.html?id=dta48193"
"28423","http://d-nb.info/gnd/118535315","Sigmund Freud","Zur Psychotherapie …",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb12349"
"28443","http://d-nb.info/gnd/118535315","Sigmund Freud","Über die Berechtigu…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb12255"
"28547","http://d-nb.info/gnd/118534262","Theodor Fontane","Effi Briest",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb2075"
"29163","http://d-nb.info/gnd/118629867","Frank Wedekind","Erdgeist",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb10852"
"37300","http://d-nb.info/gnd/118537490","Ludwig Ganghofer","Schloß Hubertus",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb11652"
"37363","http://d-nb.info/gnd/118565532","Wladimir G. Korolen…","Kinder",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb8428"
"41412","http://d-nb.info/gnd/118552759","Hugo von Hofmannsth…","Das Märchen der 672…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb5465"
"41478","http://d-nb.info/gnd/118796089","Heinrich Seidel","Kinkerlitzchen",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb15971"
"48424","http://d-nb.info/gnd/118798928","Julius Stinde","Wilhelmine Buchholz…",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb5939"
"48975","http://d-nb.info/gnd/118791508","Josef Ruederer","Die Fahnenweihe",1895,"https://kolimo.uni-goettingen.de/text.html?id=gb6331"
